322;Histoire;Coluche (1944-1986) avait annoncé sa candidature aux élections présidentielles de quelle année?;1981;1974;1988;1995;http://fr.wikipedia.org/wiki/Coluche
323;Géographie;Quelles villes françaises sont reliées par la route nationale 7?;Paris et Nice;Paris et Sète;Paris et Troyes;Paris et Foix;http://fr.wikipedia.org/wiki/Route_nationale_7
324;Littérature;Dans quel célèbre roman peut-on lire une description de la Cour des miracles?;Notre-Dame de Paris;Le Rouge et le Noir;La Peau de chagrin;Germinal;http://fr.wikipedia.org/wiki/Cour_des_miracles
325;Animaux;Où les 'lunettes' du serpent à lunettes sont-elles situées?;Derrière la tête;Sous les yeux;Au-dessus de la bouche;Au bout de la queue;http://fr.wikipedia.org/wiki/Cobra
326;Cinéma;Dans combien de films Claude Sautet a-t-il dirigé Romy Schneider de 1970 à 1978?;5;3;4;6;http://fr.wikipedia.org/wiki/Romy_Schneider
327;Histoire;Lequel de ces hommes célèbres ne connut pas le XXe siècle?;Louis Pasteur;Sigmund Freud;Louis Lumière;Guillaume Apollinaire;http://fr.wikipedia.org/wiki/Louis_Pasteur
328;Sports;En 2007, au départ de quelle célèbre manifestation sportive a-t-on pu assister à Londres?;Tour de France;Marathon de New York;Grand Prix de Monaco;Grand Prix de Spa;http://fr.wikipedia.org/wiki/Tour_de_France_2007
329;Cinéma;Le film 'John Rambo', sorti en 2008, est le...;4e opus de la série;3e opus de la série;5e opus de la série;2e opus de la série;http://fr.wikipedia.org/wiki/John_Rambo
330;Culture générale;Le jeans est un vêtement qui doit son nom à...;Gênes;Jersey;Giens;Genève;http://fr.wikipedia.org/wiki/Blue-jeans
331;Bande dessinée;Dans 'Les Bijoux de la Castafiore', quel journal annonce les noces de la diva avec Haddock?;Paris-Flash;Jours de Paris;Images de France;Ici Pour Vous;http://fr.wikipedia.org/wiki/Les_Bijoux_de_la_Castafiore
332;Nature;Comment un quartier de mandarine est-il aussi parfois appelé?;Cuisse;Fesse;Jambe;Bras;http://fr.wikipedia.org/wiki/Mandarine
333;Religion;Célèbres divinités mythologiques de la beauté, les Charites sont Euphrosyne, Thalie et...;Aglaé;Eulalie;Iphigénie;Daphné;http://fr.wikipedia.org/wiki/Charites
334;Culture générale;Un bonheur-du-jour est un meuble destiné à...;Ecrire;Cacher des trésors;Ranger la vaisselle;Faire la toilette;http://fr.wikipedia.org/wiki/Bonheur_du_jour
335;Culture générale;Depuis plusieurs années, quand célèbre-t-on la 'journée de la Terre'?;22 avril;22 mars;22 février;22 mai;http://fr.wikipedia.org/wiki/Jour_de_la_Terre
336;Musique;Quelle était la nationalité du compositeur Piotr Ilitch Tchaïkovski (1840-1893)?;Russe;Autrichienne;Roumaine;Polonaise;http://fr.wikipedia.org/wiki/Piotr_Ilitch_Tchaïkovski
337;Histoire;En quelle année Georges Pompidou (1911-1974) succéda-t-il au général de Gaulle?;1969;1967;1971;1973;http://fr.wikipedia.org/wiki/Georges_Pompidou
338;Arts;Quelle culture africaine est caractérisée par des statuettes en terre cuite anthropomorphes et zoomorphes?;Nok;Rok;Mok;Tok;http://fr.wikipedia.org/wiki/Nok_(civilisation)
339;Musique;Qui est la moitié de Téo?;Téa;Anne;Charlotte;Emilie;http://fr.wikipedia.org/wiki/Téo_&_Téa
340;Divertissement;Dans un jeu de cartes classique, aucun roi ne se prénomme...;Clovis;César;Alexandre;David;http://fr.wikipedia.org/wiki/Jeu_de_cartes
341;Culture générale;Que désigne le Pont-Euxin?;La mer Noire;La mer Egée;La mer Rouge;La mer de Marmara;http://fr.wikipedia.org/wiki/Mer_Noire
342;Télévision;Dans quelle ville de France sont filmées les scènes principales de la série télévisée 'Sous le soleil'?;Saint-Tropez;Cannes;Nice;Ramatuelle;http://fr.wikipedia.org/wiki/Sous_le_soleil
343;Divertissement;Comment appelle-t-on une partie nulle aux échecs?;Pat;Mat;Bat;Sat;http://fr.wikipedia.org/wiki/Pat
344;Gastronomie;Quel ustensile nomme-t-on 'maryse' en cuisine?;Spatule en caoutchouc;Cuillère en bois;Fouet;Louche à spaghetti;http://fr.wikipedia.org/wiki/Maryse
345;Histoire;Quel général allemand était surnommé 'le Renard du désert'?;Rommel;Keitel;Guderian;Von Choltitz;http://fr.wikipedia.org/wiki/Erwin_Rommel
346;Cinéma;De quel film 'Un crime au paradis' est-il le remake?;La poison;Les diaboliques;Les enfants du marais;Orphée;http://fr.wikipedia.org/wiki/Un_crime_au_paradis
347;Culture générale;Par quel nom désigne-t-on la partie des bibliothèques qui abrite les livres considérés comme licencieux?;Enfer;Amnésie;Oubliette;Bûcher;http://fr.wikipedia.org/wiki/Enfer_(homonymie)
348;Musique;Quel est le nom du chanteur leader du groupe Depeche Mode?;David Gahan;Martin Gore;Andrew Fletcher;Alan Wilder;http://fr.wikipedia.org/wiki/Depeche_Mode
349;Géographie;Quel océan possède la plus grande superficie?;Pacifique;Atlantique;Arctique;Indien;http://fr.wikipedia.org/wiki/Océan_Pacifique
350;Géographie;Où se trouve la Papouasie-Nouvelle-Guinée?;Océanie;Afrique;Asie;Amérique;http://fr.wikipedia.org/wiki/Papouasie-Nouvelle-Guinée
351;Histoire;A qui sont imputées ces dernières paroles : 'Tu quoque mi fili'?;Jules César;Tacite;Néron;Claudius;http://fr.wikipedia.org/wiki/Jules_César
352;Géographie;Quelle est la capitale mormone?;Salt Lake City;Oklahoma City;Little Rock;Kansas City;http://fr.wikipedia.org/wiki/Salt_Lake_City
353;Culture générale;Laquelle de ces propositions représente le mieux les Fleurs de Bach?;Remèdes végétaux;Partitions musicales;Sel très fin;Jardinières fleuries;http://fr.wikipedia.org/wiki/Fleurs_de_Bach
354;Géographie;Quel est le plus long fleuve de la Péninsule ibérique?;Tage;Guadalquivir;Douro;Nil;http://fr.wikipedia.org/wiki/Péninsule_ibérique
355;Culture générale;Quelle eau-de-vie est fabriquée avec les mélasses et les débris de canne à sucre?;Tafia;Vesou;Tequila;Genièvre;http://fr.wikipedia.org/wiki/Rhum
356;Sports;Dans quel sport les femmes disputent-elles la Coupe Liliana Ronchetti?;Basket-ball;Handball;Volley-ball;Football;http://fr.wikipedia.org/wiki/Coupe_Ronchetti_de_basket-ball
357;Musique;Qui chanta 'Le pull-over blanc' en 1987?;Graziella de Michele;Isabelle Adjani;Mylène Farmer;Catherine Deneuve;http://fr.wikipedia.org/wiki/Graziella_de_Michele
358;Dessin animé;Comment se prénomme la copine de Popeye?;Olive;Myrtille;Mimosa;Framboise;http://fr.wikipedia.org/wiki/Popeye
359;Musique;Combien y a-t-il de cordes sur une harpe de concert?;47;37;57;67;http://fr.wikipedia.org/wiki/Harpe
360;Histoire;Dans quelle ville Jeanne la Pucelle fut-elle brûlée vive?;Rouen;Orléans;Compiègne;Domrémy;http://fr.wikipedia.org/wiki/Jeanne_la_pucelle
361;Culture générale;Quel est le format standard du papier machine A4 en Europe?;21 x 29,7;21,7 x 29;21,9 x 27;27,9 x 21;http://fr.wikipedia.org/wiki/Format_de_papier
362;Divertissement;Quel jeu de dés, populaire au comptoir de bon nombre de bars, porte le nom de sa combinaison gagnante?;421;666;325;210;http://fr.wikipedia.org/wiki/421_(jeu)
363;Sports;Quel joueur de tennis a remporté six fois le tournoi de Roland-Garros?;Björn Borg;Ivan Lendl;John McEnroe;Mats Wilander;http://fr.wikipedia.org/wiki/Björn_Borg
364;Musique;Qui est Robert Zimmerman?;Bob Dylan;Johnny Halliday;Elvis Presley;Eddy Mitchell;http://fr.wikipedia.org/wiki/Bob_Dylan
365;Musique;Qui est Louise Ciccone?;Madonna;Sabrina;Elsa;Sandra;http://fr.wikipedia.org/wiki/Madonna
366;Gastronomie;Quels abats prépare-t-on à la mode de Caen?;Tripes;Rognons;Ris de veau;Andouillettes;http://fr.wikipedia.org/wiki/Tripes_à_la_mode_de_Caen
367;Gastronomie;A base de quelle pâte est généralement réalisée une pizza?;Pâte à pain;Pâte brisée;Pâte feuilletée;Pâte sablée;http://fr.wikipedia.org/wiki/Pizza
368;Bande dessinée;Avec quelle interjection le 'Concombre masqué' exprime-t-il souvent son désappointement?;Bretzel liquide;Béarnaise blues;Pop-corn essoufflé;Beurre à Robert;http://fr.wikipedia.org/wiki/Le_Concombre_masqué
369;Langue française;De quoi est décorée une pièce lambrissée?;Boiseries;Tapisseries;Papier peint à fleurs;Motifs gothiques;http://fr.wikipedia.org/wiki/Lambris
370;Langue française;Quel est le pluriel du mot 'hibou'?;Hiboux;Hibouts;Hibous;Hibou;http://fr.wikipedia.org/wiki/Hibou
371;Informatique;Quel système informatique libre, basé sur la sécurité, est représenté par un poisson globe?;OpenBSD;MacOS X;Gentoo;Debian;http://fr.wikipedia.org/wiki/OpenBSD
372;Sports;En combien de points se joue un set de badminton depuis 2007?;21;15;9;7;http://fr.wikipedia.org/wiki/Badminton
373;Arts;Lequel de ces personnages était un spécialiste de la Renaissance italienne et de Michel-Ange?;Henry Thode;Edmund Burke;Henry Phipps;Roger Scruton;http://fr.wikipedia.org/wiki/Henry_Thode
374;Sports;Quelle montagne est connue par les alpinistes comme parmi les plus difficiles à escalader des Apennins?;Corno Piccolo;Mont Fumaiolo;Monte di Cerro;Pizzo Cefalone;http://fr.wikipedia.org/wiki/Corno_Piccolo
375;Manga;Quel est le nom du fils de Végéta dans le manga dessiné 'Dragon Ball'?;Trunks;Son gohan;Yamcha;Vegeto;http://fr.wikipedia.org/wiki/Dragon_Ball
376;Manga;Quel est le nom du gardien du temple du scorpion dans le manga 'Saint Seiya'?;Milo;Yoga;Mu;Saga;http://fr.wikipedia.org/wiki/Saint_Seiya
377;Littérature;Quelle substance est la plus efficace pour tuer un loup-garou?;Argent;Titane;Eau bénite;Platine;http://fr.wikipedia.org/wiki/Loup-garou
378;Littérature;Quel roman a inspiré Woody Guthrie (1912-1967) pour sa chanson 'The Ballad of Tom Joad'?;Les Raisins de la colère;Tortilla Flat;Un tramway nommé désir;Pour qui sonne le glas;http://fr.wikipedia.org/wiki/Les_Raisins_de_la_colère_(roman)
379;Jeux vidéo;Comment appelle-t-on une personne passant tout son temps libre sur son PC, principalement à des jeux?;Nolife;Idiot;Free-time;Geek;http://fr.wikipedia.org/wiki/Nolife
380;Jeux vidéo;Comment se prénomme le compagnon champignon de Mario?;Toad;Luigi;Peach;Toop;http://fr.wikipedia.org/wiki/Mario
381;Peinture;Quelle peintre était la sœur de Virginia Woolf?;Vanessa Bell;Suzanne Valadon;Mary Cassatt;Rosa Bonheur;http://fr.wikipedia.org/wiki/Virginia_Woolf
382;Jeux vidéo;Dans 'World of Warcraft', comment appelle-t-on un adepte de la magie noire?;Démoniste;Sorcier;Mage noir;Désenchanteur;http://fr.wikipedia.org/wiki/World_of_Warcraft
383;Cinéma;Quel film est désormais célèbre pour sa scène de la 'tarte aux pommes'?;American Pie;40 jours/40 nuits;Cross roads;Midnight Kitchen;http://fr.wikipedia.org/wiki/American_Pie_(film)
384;Géographie;Combien de pays sont traversés par le Nil?;7;6;5;4;http://fr.wikipedia.org/wiki/Nil
385;Informatique;Quel insecte, ayant infiltré un ordinateur en 1946, aurait laissé son nom au terme de 'bug informatique'?;Mite;Cafard;Coccinelle;Guêpe;http://fr.wikipedia.org/wiki/Bogue_informatique
386;Histoire;Quel roi de France a régné du 1er septembre 1715 au 10 mai 1774?;Louis XV;Louis XIV;Louis XVIII;Louis XVI;http://fr.wikipedia.org/wiki/Louis_XV_de_France
387;Arts;Quelle ville de Tunisie est réputée pour ses tapis artisanaux?;Kairouan;Sousse;Gabès;Bizerte;http://fr.wikipedia.org/wiki/Kairouan
388;Culture générale;Le Colisée de Rome est...;Un amphithéâtre;Un temple romain;Une basilique chrétienne;Un musée;http://fr.wikipedia.org/wiki/Colisée
389;Politique;La ploutocratie est un type de gouvernement exercé par quelle catégorie de personnes?;Riches;Intellectuels;Retraités;Pauvres;http://fr.wikipedia.org/wiki/Ploutocratie
390;Peinture;Toulouse-Lautrec (1864-1901) a peint un tableau intitulé...;Le lit;Le guéridon;La table;Le buffet;http://fr.wikipedia.org/wiki/Henri_de_Toulouse-Lautrec
391;Arts;De quelle pièce de Shakespeare sont tirés les personnages de Caliban et de Prospero?;La Tempête;Othello;La mégère apprivoisée;La nuit des rois;http://fr.wikipedia.org/wiki/Caliban_(Shakespeare)
392;Cinéma;Par quelle locution peut-on traduire la phrase swahilie 'hakuna matata'?;Aucun souci;Je crois en moi;Tout est possible;La vie est un soleil;http://fr.wikipedia.org/wiki/Hakuna_matata
393;Cinéma;Le 9 février 1960, qui fut la première personne à avoir son étoile sur le 'Walk of Fame' de Los Angeles?;Joanne Woodward;Judy Garland;Charlie Chaplin;Tod Browning;http://fr.wikipedia.org/wiki/Walk_of_Fame_(Hollywood)
394;Gastronomie;De quelle viande les musulmans doivent-ils se passer?;Porc;Faisan;Poulet;Cheval;http://fr.wikipedia.org/wiki/Islam
395;Histoire;Combien de travaux Héraclès fut-il condamné à effectuer?;12;7;10;16;http://fr.wikipedia.org/wiki/Héraclès
396;Histoire;Dans quel continent a été découverte notre ancêtre Lucy?;Afrique;Europe;Asie;Océanie;http://fr.wikipedia.org/wiki/Lucy_(paléoanthropologie)
397;Religion;Les trois niveaux de la tiare papale symbolisent une église souffrante, militante et...;Triomphante;Compatissante;Enseignante;Battante;http://fr.wikipedia.org/wiki/Tiare_papale
398;Langue française;Que signifie le mot 'goupil' en vieux français?;Renard;Lièvre;Corbeau;Hérisson;http://fr.wikipedia.org/wiki/Goupil
399;Religion;Qui était la grand-mère de Jésus?;Sainte Anne;Sainte Jeanne;Sainte Josée;Sainte Elisabeth;http://fr.wikipedia.org/wiki/Sainte_Anne
400;Cinéma;Dans lequel de ces films Marilyn Monroe interprète-t-elle un personnage sans nom?;Sept ans de réflexion;Les désaxés;Niagara;Eve;http://fr.wikipedia.org/wiki/Marilyn_Monroe
401;Musique;Quel était le surnom donné à Victoria Beckham du temps de son succès planétaire dans le groupe des Spice Girl?;Posh;Push;Pesh;Pish;http://fr.wikipedia.org/wiki/Victoria_Beckham
402;Musique;Quel est le titre du cinquième opus du groupe de rap français IAM sorti en 2007?;Saison 5;Pour rien au monde;Décoffrage;Prière et dévotion;http://fr.wikipedia.org/wiki/IAM
403;Internet;Qui a créé les 'Têtes à claques' sur internet?;Michel Beaudet;Michel Beaudry;Michel Beauchamp;Michel Beaupré;http://fr.wikipedia.org/wiki/Têtes_à_claques
404;Informatique;Quel est le nouveau nom du célèbre logiciel gratuit de messagerie instantanée multiplateforme 'Gaim'?;Pidgin;Connect;iShare;Komunnity;http://fr.wikipedia.org/wiki/Pidgin_(logiciel)
405;Géographie;Dans quel pays se dresse le mont Éryx?;Sicile;Turquie;Grèce;Crète;http://fr.wikipedia.org/wiki/Mont_Éryx
406;Cinéma;Quel fut le coût global du film 'Spider-Man 3'?;258 millions de dollars;197 millions de dollars;142 millions de dollars;99 millions de dollars;http://fr.wikipedia.org/wiki/Spider-Man_3
407;Cinéma;Qui interprète Spider-Man dans la célèbre série de films du même nom, réalisés par Sam Raimi?;Tobey Maguire;Val Kilmer;Ben Foster;Marc Herremans;http://fr.wikipedia.org/wiki/Tobey_Maguire
408;Géographie;Lequel de ces pays la ligne équinoxiale ne traverse-t-elle pas?;Vénézuela;Kénya;Colombie;Indonésie;http://fr.wikipedia.org/wiki/Équateur_(ligne_équinoxiale)
409;Musique;De quel boys band faisait partie Justin Timberlake avant de progresser dans une carrière solo?;NSYNC;Take That;G-Squad;Backstreet Boys;http://fr.wikipedia.org/wiki/Justin_Timberlake
410;Musique;Quel est le titre du premier album solo de Justin Timberlake enregistré en 2002?;Justified;Alone;Me and me;Out of this;http://fr.wikipedia.org/wiki/Justin_Timberlake
411;Culture générale;En quelle année Dalida a-t-elle été élue Miss Egypte?;1954;1957;1960;1963;http://fr.wikipedia.org/wiki/Dalida
412;Culture générale;En quelle année Dalida a-t-elle mis fin à ses jours?;1987;1978;1974;1984;http://fr.wikipedia.org/wiki/Dalida
413;Musique;Quel est le surnom donné à Christophe Willem?;La tortue;Le siamois;Le gorille;La panthère;http://fr.wikipedia.org/wiki/Christophe_Willem
414;Télévision;Quel est le nom de la société de production audiovisuelle de Jean-Luc Delarue?;Réservoir Prod;Case Productions;Coyote;Visu Tele;http://fr.wikipedia.org/wiki/Jean-Luc_Delarue
415;Télévision;Quel est le nom de la société de production audiovisuelle de Christophe Dechavanne?;Coyote;Réservoir Prod;Case Productions;Visu Tele;http://fr.wikipedia.org/wiki/Christophe_Dechavanne
416;Cinéma;Qui incarne 'ma sorcière bien-aimée' dans le film tiré de la série télévisée du même nom?;Nicole Kidman;Kirsten Dunst;Demi Moore;Julia Roberts;http://fr.wikipedia.org/wiki/Ma_sorcière_bien-aimée
417;Cinéma;En quelle année est sorti le film 'Le Jour le plus long'?;1962;1960;1958;1964;http://fr.wikipedia.org/wiki/Le_jour_le_plus_long
418;Télévision;Qui propose et présente 'Thalassa', le magazine de la mer sur France 3?;Georges Pernoud;Frédéric Taddeï;Jean-Pierre Pernaut;David Pujadas;http://fr.wikipedia.org/wiki/Thalassa_(émission_de_télévision)
419;Télévision;Qui présente aux côtés de Christophe Dechavanne la série télévisée des '100 plus grands...' sur TF1?;Sandrine Quétier;Claire Keim;Véronique Silver;Sandrine Rigaux;http://fr.wikipedia.org/wiki/Les_100_plus_grands...
420;Télévision;En 2008, qui fut le présentateur des 'Chiffres et des Lettres'?;Laurent Romejko;David Pujadas;Philippe Dessaint;Alexandre Devoise;http://fr.wikipedia.org/wiki/Des_chiffres_et_des_lettres
421;Télévision;Qui incarne le commissaire Valence à la télévision?;Bernard Tapie;Frédéric Diefenthal;Jean Reno;Richard Berry;http://fr.wikipedia.org/wiki/Bernard_Tapie
422;Cinéma;En 1988, avec quel film Clint Eastwood a-t-il réalisé une biographie du saxophoniste Charlie Parker?;Bird;Parker;From Dizzy to Charlie;Charlie;http://fr.wikipedia.org/wiki/Clint_Eastwood
423;Divertissement;Quel jeu chiffré fait fureur en Europe depuis 2006?;Sudoku;Sukodu;Sodaki;Soduko;http://fr.wikipedia.org/wiki/Sudoku
424;Cinéma;Qui incarne 'Bridget Jones' au cinéma?;Renée Zellweger;Jacinda Barrett;Kari Sylvan;Liv Ullmann;http://fr.wikipedia.org/wiki/Bridget_Jones
425;Histoire;Quel âge avait Cho Seung-hui au moment de son acte barbare à la Virginia Tech du lundi 17 avril 2007?;23 ans;32 ans;45 ans;67 ans;http://fr.wikipedia.org/wiki/Cho_Seung-hui
426;Géographie;Lequel de ces pays est le plus long et le moins large en superficie?;Chili;Argentine;Pérou;Paraguay;http://fr.wikipedia.org/wiki/Chili
427;Cinéma;Quelle actrice néerlandaise a tenu le rôle de Giulia dans le film 'Le Diable au corps' de Marco Bellocchio?;Maruschka Detmers;Emmy Lopes Dias;Famke Janssen;Sylvia Kristel;http://fr.wikipedia.org/wiki/Le_Diable_au_corps_(film,_1986)
428;Cinéma;Qui veut la peau de Roger Rabbit?;Christopher Lloyd;Dustin Hoffman;Robert Vaughn;Gene Hackman;http://fr.wikipedia.org/wiki/Qui_veut_la_peau_de_Roger_Rabbit_?
429;Bande dessinée;Dans les X-men, de quoi est constitué le squelette de Wolverine?;Adamantium;Platine;Titane;Acier trempé;http://fr.wikipedia.org/wiki/Wolverine
430;Manga;Dans le manga 'One Piece', quelle est la particularité de Luffy, le garçon au chapeau de paille?;Son corps est élastique;Il peut cracher du feu;Il peut voler;Sa vitesse;http://fr.wikipedia.org/wiki/One_Piece
431;Dessin animé;Dans le monde magique des 'Pokémon', qui sont les ennemis jurés de Sacha et ses amis?;Team Rocket;Team Alpha;Gang des Miaouss;Team Draco;http://fr.wikipedia.org/wiki/Pokémon
432;Gastronomie;Que mangerez-vous si vous dégustez un blini dans un restaurant russe?;Une crêpe;Un beignet de poisson;Un gâteau au chocolat;Une tranche de saumon fumé;http://fr.wikipedia.org/wiki/Blini
433;Animaux;A quel autre poisson ressemble le sandre?;Brochet;Carpe;Tanche;Anguille;http://fr.wikipedia.org/wiki/Sandre
434;Télévision;Quel immortel est âgé de plus de 5.000 ans dans la série télévisée 'Highlander'?;Methos;Duncan Macleod;Connor Macleod;Kalas;http://fr.wikipedia.org/wiki/Methos
435;Dessin animé;Quel joueur est atteint de problèmes cardiaques dans le dessin animé japonais 'Olive et Tom'?;Julian Ross;Mark Landers;Olivier Atton;Thomas Price;http://fr.wikipedia.org/wiki/Olive_et_Tom
436;Dessin animé;Quel est le métier du papa de Ben Becker dans le dessin animé japonais 'Olive et Tom'?;Artiste peintre;Capitaine de navire;Footballeur;Cuisinier;http://fr.wikipedia.org/wiki/Olive_et_Tom
437;Musique;Dans quel groupe de rock français des années 60 Dany Logan chantait-il?;Les Pirates;Les Coyottes;Les Corsaires;Les Canailles;http://fr.wikipedia.org/wiki/Les_Pirates_(groupe)
438;Nature;Le citron est un agrume riche en quelle vitamine?;Vitamine C;Vitamine A;Vitamine B;Vitamine D;http://fr.wikipedia.org/wiki/Citron
439;Divertissement;Quelle est la carte la plus rare et la plus chère du célèbre jeu de cartes à jouer 'Magic the Gathering'?;Lotus noir;Mox de diamant;Ange de Serra;Oiseau de paradis;http://fr.wikipedia.org/wiki/Magic_the_Gathering
440;Cinéma;Qui prononce la réplique anthologique 'Atmosphère...'?;Arletty;Line Renaud;Jackie Sardou;Alida Rouffe;http://fr.wikipedia.org/wiki/Hôtel_du_Nord
441;Sports;Qui a établi la performance footballistique de 13 buts en une seule phase finale de Coupe du Monde?;Just Fontaine;Ronaldo;Gerd Müller;Zinédine Zidane;http://fr.wikipedia.org/wiki/Just_Fontaine
442;Histoire;En quelle année fut proclamée la grande URSS?;1922;1917;1938;1933;http://fr.wikipedia.org/wiki/URSS
443;Musique;Qui faisait partie des 'Musclés'?;Rémy;José;Jacky;Corbier;http://fr.wikipedia.org/wiki/Les_Musclés
444;Cinéma;Quel est le prénom du compagnon irlandais de William Wallace dans le film historique américain 'Braveheart'?;Stephen;Hamish;Campbell;Malcolm;http://fr.wikipedia.org/wiki/Braveheart
445;Littérature;Qui a écrit 'Les Malheurs de Sophie'?;La comtesse de Ségur;Simone de Beauvoir;Colette;George Sand;http://fr.wikipedia.org/wiki/Les_Malheurs_de_Sophie
446;Cinéma;Dans lequel de ces films le 'méchant' gagne-t-il à la fin?;Le Témoin du Mal;Armageddon;Heat;The cell;http://fr.wikipedia.org/wiki/Le_Témoin_du_Mal
447;Culture générale;Quelle couleur ne figure pas sur le drapeau de la Roumanie?;Verte;Jaune;Rouge;Bleue;http://fr.wikipedia.org/wiki/Roumanie
448;Histoire;Dans quelle ville irlandaise furent tués les manifestants pacifistes lors du 'Bloody Sunday' de 1972?;Derry;Dublin;Belfast;Limerick;http://fr.wikipedia.org/wiki/Bloody_Sunday_(1972)
449;Nature;Quel nom de plante peut également désigner un animal légendaire?;Basilic;Ciboulette;Estragon;Chardon;http://fr.wikipedia.org/wiki/Basilic
450;Nature;Qui a créé le 'jardin botanique de Pamplemousses'?;Pierre Poivre;Jean Nicolas Ceres;Philibert Commerson;James Duncan;http://fr.wikipedia.org/wiki/Jardin_botanique_de_Pamplemousses
451;Culture générale;Quel dessin est représenté sur les pièces de monnaie européennes irlandaises?;Harpe;Trèfle à trois feuilles;Mouton;Carte du pays;http://fr.wikipedia.org/wiki/Euro
452;Religion;Quel prophète biblique, ayant été jeté dans une fosse aux lions, en est ressorti miraculeusement vivant?;Daniel;Jérémie;Samuel;Elie;http://fr.wikipedia.org/wiki/Daniel_(prophète)
453;Sports;Qui remporta la course cycliste Liège-Bastogne-Liège en 1999?;Frank Vandenbroucke;Lance Armstrong;Paolo Bettini;Bjarne Riis;http://fr.wikipedia.org/wiki/Liège-Bastogne-Liège
454;Culture générale;Pour quelle raison la ville de Queenstown, située en Nouvelle Zélande, est-elle mondialement connue?;Sports extrêmes;Résidence de la reine;Capitale du pays;Las Vegas néo-zélandais;http://fr.wikipedia.org/wiki/Queenstown_(Nouvelle-Zélande)
455;Géographie;Dans quel pays se trouve la région de Valachie?;Roumanie;Belgique;Suisse;Pologne;http://fr.wikipedia.org/wiki/Valachie_(région)
456;Culture générale;Que désigne le terme 'bâbord' dans la marine?;Côté gauche du navire;Côté droit du navire;Pont inférieur du navire;Partie arrière du navire;http://fr.wikipedia.org/wiki/Bâbord
457;Culture générale;Pour quelle raison Gustave Doré (1832-1883) est-il connu?;Ses illustrations;Ses monuments;Ses contes enfantins;Ses conquêtes;http://fr.wikipedia.org/wiki/Gustave_Doré
458;Géographie;Laquelle de ces villes espagnoles est la plus proche géographiquement de la frontière française?;Pampelune;Bilbao;Barcelone;Saragosse;http://fr.wikipedia.org/wiki/Pampelune
459;Sports;Quelle est la nationalité du footballeur Adrian Mutu?;Roumaine;Hongroise;Norvégienne;Autrichienne;http://fr.wikipedia.org/wiki/Adrian_Mutu
460;Religion;Combien étaient les apôtres qui suivirent Jésus-Christ?;12;11;13;14;http://fr.wikipedia.org/wiki/Apôtre
461;Histoire;Depuis quel pays fut émis le premier timbre postal?;Grande-Bretagne;France;Belgique;Luxembourg;http://fr.wikipedia.org/wiki/Timbre_postal
462;Littérature;Quelle fut la ville du poète occitan Jasmin?;Agen;Aix-en-Provence;Albi;Narbonne;http://fr.wikipedia.org/wiki/Jasmin_(Jacques_Boé,_dit)
463;Arts;'Les Noces de Figaro' est un opéra-bouffe de...;Mozart;Puccini;Verdi;Toscanini;http://fr.wikipedia.org/wiki/Les_Noces_de_Figaro
464;Arts;'La Traviata' est un opéra en trois actes de...;Verdi;Puccini;Toscanini;Mozart;http://fr.wikipedia.org/wiki/La_Traviata
465;Littérature;A quel écrivain célèbre doit-on 'Le Dormeur du val'?;Arthur Rimbaud;Paul Verlaine;Alphonse de Lamartine;François Guizot;http://fr.wikipedia.org/wiki/Le_Dormeur_du_val
466;Sports;Quelle corbeille en osier permet de lancer la balle à la pelote basque?;Chistera;Bertsu;Makhila;Taloa;http://fr.wikipedia.org/wiki/Pelote_basque
467;Culture générale;Combien de garçons et de filles résultèrent des deux mariages successifs de Jean-Sébastien Bach?;20;8;12;16;http://fr.wikipedia.org/wiki/Johann_Sebastian_Bach
468;Cinéma;Qui a réalisé le film 'Solaris', avec George Clooney et Natascha McElhone?;Steven Soderbergh;Stephen Dobry;Steve Trenbirth;Steven Spielberg;http://fr.wikipedia.org/wiki/Solaris_(film,_2002)
469;Cinéma;Laquelle de ces actrices ne joue pas dans le film 'The Hours' réalisé en 2002 par Stephen Daldry?;Demi Moore;Meryl Streep;Nicole Kidman;Julianne Moore;http://fr.wikipedia.org/wiki/The_Hours
470;Géographie;Dans quel pays la ville de Mossoul se trouve-t-elle?;Irak;Liban;Israël;Iran;http://fr.wikipedia.org/wiki/Mossoul
471;Cinéma;En quelle année est sortie la première version du film 'E.T.'?;1982;1984;1986;1980;http://fr.wikipedia.org/wiki/E.T.
472;Sports;Quelle est la nationalité du pilote automobile Juan Pablo Montoya?;Colombienne;Espagnole;Portugaise;Brésilienne;http://fr.wikipedia.org/wiki/Juan_Pablo_Montoya
473;Culture générale;En quelle année le rasoir à lames jetables a-t-il été breveté?;1895;1928;1949;1911;http://fr.wikipedia.org/wiki/Rasoir
474;Culture générale;Quand êtes-vous né(e) si vous êtes du signe astrologique du Bélier?;Du 21/03 au 19/04;Du 21/05 au 21/06;Du 23/07 au 22/08;Du 23/09 au 21/10;http://fr.wikipedia.org/wiki/Bélier_(astrologie)
475;Culture générale;Quel signe du Zodiaque vient juste après le signe du Lion?;Vierge;Balance;Scorpion;Bélier;http://fr.wikipedia.org/wiki/Zodiaque
476;Littérature;Grâce à la traduction de ses œuvres, par quel poète Edgar Allan Poe (1809-1849) est-il devenu célèbre en France?;Baudelaire;Valéry;Rimbaud;Verlaine;http://fr.wikipedia.org/wiki/Edgar_Allan_Poe
